dataset,timeseries_index,timestamp_utc,period.resolution,period.timeInterval.end,period.timeInterval.start,point.position,point.procurement_Price.amount,point.quantity,ts.businessType,ts.currency_Unit.name,ts.curveType,ts.flowDirection.direction,ts.mRID,ts.price_Measure_Unit.name,ts.quantity_Measure_Unit.name,ts.standard_MarketProduct.marketProductType,ts.type_MarketAgreement.type
procured_balancing_capacity,1,2026-02-28T23:00:00,PT15M,2026-02-28T23:15Z,2026-02-28T23:00Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-02-28T23:15:00,PT15M,2026-02-28T23:30Z,2026-02-28T23:15Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-02-28T23:30:00,PT15M,2026-02-28T23:45Z,2026-02-28T23:30Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-02-28T23:45:00,PT15M,2026-03-01T00:00Z,2026-02-28T23:45Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T00:00:00,PT15M,2026-03-01T00:15Z,2026-03-01T00:00Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T00:15:00,PT15M,2026-03-01T00:30Z,2026-03-01T00:15Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T00:30:00,PT15M,2026-03-01T00:45Z,2026-03-01T00:30Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T00:45:00,PT15M,2026-03-01T01:00Z,2026-03-01T00:45Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T01:00:00,PT15M,2026-03-01T01:15Z,2026-03-01T01:00Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T01:15:00,PT15M,2026-03-01T01:30Z,2026-03-01T01:15Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T01:30:00,PT15M,2026-03-01T01:45Z,2026-03-01T01:30Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T01:45:00,PT15M,2026-03-01T02:00Z,2026-03-01T01:45Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T02:00:00,PT15M,2026-03-01T02:15Z,2026-03-01T02:00Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T02:15:00,PT15M,2026-03-01T02:30Z,2026-03-01T02:15Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T02:30:00,PT15M,2026-03-01T02:45Z,2026-03-01T02:30Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-03-01T02:45:00,PT15M,2026-03-01T03:00Z,2026-03-01T02:45Z,1,31.4,5,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
